RmsId;ScoringDate;CategoryGroup;Category;Score;TaggedCharacteristics;Status;SharePointLink;SharePointLinkTruncated
839;10/03/2022;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/839/;https://c4.sharepoint.com/sites/839
839;10/03/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Flexible cost base"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/839/;https://c4.sharepoint.com/sites/839
839;10/03/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive ownership style with mixed track record"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Significant carve-out\/integration\r\nrisk"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/839/;https://c4.sharepoint.com/sites/839
839;10/03/2022;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Power to withstand competitive behaviour (price cutting, market consolidation)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/839/;https://c4.sharepoint.com/sites/839
362;14/03/2022;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/362/;https://c4.sharepoint.com/sites/362
362;14/03/2022;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Low barriers to entry"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/362/;https://c4.sharepoint.com/sites/362
362;14/03/2022;Industry/Company;Technology Risk;40.000.000.000;"[{""CharacteristicText"":""Company is viewed as a disruptee\/threatened by technological change"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/362/;https://c4.sharepoint.com/sites/362
362;14/03/2022;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Weak bargaining power"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/362/;https://c4.sharepoint.com/sites/362
362;14/03/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/362/;https://c4.sharepoint.com/sites/362
362;14/03/2022;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Highly commoditized offering with no unique value proposition"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/362/;https://c4.sharepoint.com/sites/362
476;14/03/2022;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/476/;https://c4.sharepoint.com/sites/476
476;14/03/2022;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/476/;https://c4.sharepoint.com/sites/476
476;14/03/2022;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/476/;https://c4.sharepoint.com/sites/476
476;14/03/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/476/;https://c4.sharepoint.com/sites/476
476;14/03/2022;Company;Management & Ownership;40.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive ownership style with mixed track record"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/476/;https://c4.sharepoint.com/sites/476
476;14/03/2022;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Power to withstand competitive behaviour (price cutting, market consolidation)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/476/;https://c4.sharepoint.com/sites/476
226;28/02/2022;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Majority of revenues exposed to above average cyclical products"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/226/;https://c4.sharepoint.com/sites/226
674;14/01/2022;Industry;Market Dynamics;40.000.000.000;"[{""CharacteristicText"":""Weak \/ negative demographic, consumer & structural trends"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Seasonal industry with volatile working capital"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/674/;https://c4.sharepoint.com/sites/674
674;14/01/2022;Industry/Company;Technology Risk;40.000.000.000;"[{""CharacteristicText"":""Company is viewed as a disruptee\/threatened by technological change"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/674/;https://c4.sharepoint.com/sites/674
674;14/01/2022;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/674/;https://c4.sharepoint.com/sites/674
674;14/01/2022;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Flexible cost base"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/674/;https://c4.sharepoint.com/sites/674
674;14/01/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited carve-out\/integration risk"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/674/;https://c4.sharepoint.com/sites/674
674;14/01/2022;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/674/;https://c4.sharepoint.com/sites/674
1;04/01/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/1559/;https://c4.sharepoint.com/sites/1559
1;04/01/2021;Industry/Company;Regulatory Framework;40.000.000.000;"[{""CharacteristicText"":""High dependecy on regulation or is a beneficiary from regulation in an unstable regulatory evironment"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/1559/;https://c4.sharepoint.com/sites/1559
1;04/01/2021;Company;Business Model;40.000.000.000;"[{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/1559/;https://c4.sharepoint.com/sites/1559
1;04/01/2021;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/1559/;https://c4.sharepoint.com/sites/1559
89;21/03/2022;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/899/;https://c4.sharepoint.com/sites/899
89;21/03/2022;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/899/;https://c4.sharepoint.com/sites/899
89;21/03/2022;Industry/Company;Regulatory Framework;10.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/899/;https://c4.sharepoint.com/sites/899
89;21/03/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/899/;https://c4.sharepoint.com/sites/899
89;21/03/2022;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/899/;https://c4.sharepoint.com/sites/899
89;21/03/2022;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/899/;https://c4.sharepoint.com/sites/899
65;21/04/2022;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/652/;https://c4.sharepoint.com/sites/652
65;21/04/2022;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/652/;https://c4.sharepoint.com/sites/652
65;21/04/2022;Industry/Company;Regulatory Framework;10.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/652/;https://c4.sharepoint.com/sites/652
65;21/04/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/652/;https://c4.sharepoint.com/sites/652
65;21/04/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/652/;https://c4.sharepoint.com/sites/652
683;21/03/2022;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/683/;https://c4.sharepoint.com/sites/683
683;21/03/2022;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Low barriers to entry"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/683/;https://c4.sharepoint.com/sites/683
683;21/03/2022;Company;Business Model;40.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/683/;https://c4.sharepoint.com/sites/683
683;21/03/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/683/;https://c4.sharepoint.com/sites/683
683;21/03/2022;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Highly commoditized offering with no unique value proposition"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/683/;https://c4.sharepoint.com/sites/683
223;20/05/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/223/;https://c4.sharepoint.com/sites/223
223;20/05/2021;Industry/Company;Regulatory Framework;40.000.000.000;"[{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/223/;https://c4.sharepoint.com/sites/223
223;20/05/2021;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Weak bargaining power"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/223/;https://c4.sharepoint.com/sites/223
223;20/05/2021;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/223/;https://c4.sharepoint.com/sites/223
223;20/05/2021;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Highly commoditized offering with no unique value proposition"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/223/;https://c4.sharepoint.com/sites/223
168;01/02/2020;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/1682/;https://c4.sharepoint.com/sites/1682
168;01/02/2020;Industry;Intra-Industry Competition;30.000.000.000;"[{""CharacteristicText"":""Market pricing has not shown to be rational"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/1682/;https://c4.sharepoint.com/sites/1682
168;01/02/2020;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/1682/;https://c4.sharepoint.com/sites/1682
168;01/02/2020;Company;Business Model;40.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Weak bargaining power"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/1682/;https://c4.sharepoint.com/sites/1682
168;01/02/2020;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Recent change in management \/ high degree of key man risk"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/1682/;https://c4.sharepoint.com/sites/1682
168;01/02/2020;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/1682/;https://c4.sharepoint.com/sites/1682
178;22/03/2022;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/178/;https://c4.sharepoint.com/sites/178
178;22/03/2022;Industry;Intra-Industry Competition;30.000.000.000;"[{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/178/;https://c4.sharepoint.com/sites/178
178;22/03/2022;Industry/Company;Regulatory Framework;40.000.000.000;"[{""CharacteristicText"":""High dependecy on regulation or is a beneficiary from regulation in an unstable regulatory evironment"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/178/;https://c4.sharepoint.com/sites/178
178;22/03/2022;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/178/;https://c4.sharepoint.com/sites/178
178;22/03/2022;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/178/;https://c4.sharepoint.com/sites/178
178;22/03/2022;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/178/;https://c4.sharepoint.com/sites/178
34;24/03/2022;Industry;Market Dynamics;10.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/34/;https://c4.sharepoint.com/sites/34
34;24/03/2022;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Historically rational pricing"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/34/;https://c4.sharepoint.com/sites/34
34;24/03/2022;Industry/Company;Regulatory Framework;40.000.000.000;"[{""CharacteristicText"":""High dependecy on regulation or is a beneficiary from regulation in an unstable regulatory evironment"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/34/;https://c4.sharepoint.com/sites/34
34;24/03/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/34/;https://c4.sharepoint.com/sites/34
34;24/03/2022;Company;Management & Ownership;40.000.000.000;"[{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/34/;https://c4.sharepoint.com/sites/34
34;24/03/2022;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/34/;https://c4.sharepoint.com/sites/34
84;25/03/2022;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/84/;https://c4.sharepoint.com/sites/84
84;25/03/2022;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Historically rational pricing"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/84/;https://c4.sharepoint.com/sites/84
84;25/03/2022;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/84/;https://c4.sharepoint.com/sites/84
84;25/03/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/84/;https://c4.sharepoint.com/sites/84
84;25/03/2022;Company;Management & Ownership;40.000.000.000;"[{""CharacteristicText"":""Responsible historical behaviour from owners"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Recent change in management \/ high degree of key man risk"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/84/;https://c4.sharepoint.com/sites/84
84;25/03/2022;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/84/;https://c4.sharepoint.com/sites/84
496;24/03/2022;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/496/;https://c4.sharepoint.com/sites/496
496;24/03/2022;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Market pricing has not shown to be rational"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/496/;https://c4.sharepoint.com/sites/496
496;24/03/2022;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""High dependecy on regulation or is a beneficiary from regulation in an unstable regulatory evironment"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/496/;https://c4.sharepoint.com/sites/496
496;24/03/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/496/;https://c4.sharepoint.com/sites/496
496;24/03/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Recent change in management \/ high degree of key man risk"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/496/;https://c4.sharepoint.com/sites/496
496;24/03/2022;Company;Competitive Positioning;40.000.000.000;"[{""CharacteristicText"":""Market challenger"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Limited scale \/ limited ability to withstand sustained period of competitive behaviour"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/496/;https://c4.sharepoint.com/sites/496
147;15/12/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/147/;https://c4.sharepoint.com/sites/147
147;15/12/2021;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Historically rational pricing"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/147/;https://c4.sharepoint.com/sites/147
147;15/12/2021;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/147/;https://c4.sharepoint.com/sites/147
147;15/12/2021;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/147/;https://c4.sharepoint.com/sites/147
147;15/12/2021;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/147/;https://c4.sharepoint.com/sites/147
