Prospectus ID,Section ID,Section Title,Subsection ID,Subsection Title,Subsubsection ID,Subsubsection Title,Subsubsection Text,Market Dynamics - a,Market Dynamics - b,Market Dynamics - c,LLM Answer,Evidence Text,Parsing Error
1,1,RISK FACTORS,1.2,Risks Related to Teva,1.2.24,The large amount of long lived assets recorded on our balance sheet is expected to significantly increase and may continue to lead to significant impairment charges in the future.,"We regularly review our long-lived assets, including identifiable intangible assets, goodwill and property, plant and equipment, for impairment. Goodwill and acquired indefinite life intangible assets are subject to impairment review on an annual basis and whenever potential impairment indicators are present. Other longlived assets are reviewed when there is an indication that impairment may have occurred. The amount of goodwill, identifiable intangible assets and property, plant and equipment on our consolidated balance sheet has increased approximately 31% in the past five years to $33.2 billion mainly as a result of our acquisitions, and is expected to significantly increase further following consummation of the Actavis Generics and other future acquisitions. For example, in 2015 we recorded impairment charges on long-lived assets of $361 million. Changes in market conditions or other changes in the future outlook of value may lead to further impairment charges in the future. In addition, we may from time to time sell assets that we determine are not critical to our strategy or execution. Future events or decisions may lead to asset impairments and/or related charges. Certain non-cash impairments may result from a change in our strategic goals, business direction or other factors relating to the overall business environment. Any significant impairment charges could have a material adverse effect on our results of operations. 24 -----",,,,,,N/A
1,1,RISK FACTORS,1.2,Risks Related to Teva,1.2.25,Our tax liabilities could be larger than anticipated.,"We are subject to tax in many jurisdictions, and significant judgment is required in determining our provision for income taxes. Likewise, we are subject to audit by tax authorities in many jurisdictions. In such audits, our interpretation of tax legislation may be challenged and tax authorities in various jurisdictions may disagree with, and subsequently challenge, the amount of profits taxed in such jurisdictions under our intercompany agreements. For example, in 2013, we paid the Israeli tax authorities approximately $790 million in additional income taxes, applying the provisions of Amendment 69 to the Israeli Law for the Encouragement of Capital Investments, 1959 to certain previously tax-exempt profits, as well as to settle tax assessments for the years 2005 to 2007. Although we believe our estimates are reasonable, the ultimate outcome of such audits and related litigation could be different from our provision for taxes and may have a material adverse effect on our consolidated financial statements. The base erosion and profit shifting (“BEPS”) project undertaken by the Organization for Economic Cooperation and Development (“OECD”) may have adverse consequences to our tax liabilities. The BEPS project contemplates changes to numerous international tax principles, as well as national tax incentives, and these changes, if adopted by individual countries, could adversely affect our provision for income taxes. It is hard to predict how the principles and recommendations developed by the OECD in the BEPS project will translate into specific national laws, and therefore we cannot predict at this stage the magnitude of the effect of such rules on our financial results.",,,,,,N/A
1,1,RISK FACTORS,1.2,Risks Related to Teva,1.2.26,"The termination or expiration of governmental programs or tax benefits, or a change in our business, could adversely affect our overall effective tax rate.","Our tax expenses and the resulting effective tax rate reflected in our consolidated financial statements are likely to increase over time as a result of changes in corporate income tax rates, other changes in the tax laws of the various countries in which we operate or changes in our product mix or the mix of countries where we generate profit. We have benefited, and currently benefit, from a variety of Israeli and other government programs and tax benefits that generally carry conditions that we must meet in order to be eligible to obtain such benefits. If we fail to meet the conditions upon which certain favorable tax treatment is based, we would not be able to claim future tax benefits and could be required to refund tax benefits already received. Additionally, some of these programs and the related tax benefits are available to us for a limited number of years, and these benefits expire from time to time. Any of the following could have a material effect on our overall effective tax rate: - some government programs may be discontinued, or the applicable tax rates may increase (such was the case when certain Israeli tax benefits were discontinued in 2014); - we may be unable to meet the requirements for continuing to qualify for some programs; - these programs and tax benefits may be unavailable at their current levels; - upon expiration of a particular benefit, we may not be eligible to participate in a new program or qualify for a new tax benefit that would offset the loss of the expiring tax benefit; or - we may be required to refund previously recognized tax benefits if we are found to be in violation of the stipulated conditions. 25 -----",,,,,,N/A
1,1,RISK FACTORS,1.2,Risks Related to Teva,1.2.27,"Because our facilities are located throughout the world, we are subject to varying patent laws that may adversely affect our ability to manufacture our products.","We are subject to patent legislation in all countries where we have manufacturing facilities. Modifications of such legislation or court decisions regarding such legislation may adversely affect us and may impact our ability to produce and export products manufactured in any such country in a timely fashion. Additionally, the existence of third-party patents in such countries, with the attendant risk of litigation, may cause us to move production to a different country (with potentially serious timing delays) or otherwise adversely affect our ability to export certain products from such countries.",,,,,,N/A
1,1,RISK FACTORS,1.2,Risks Related to Teva,1.2.28,Our failure to comply with applicable environmental laws and regulations worldwide could adversely impact our business and results of operations.,"We are subject to laws and regulations concerning the environment, safety matters, regulation of chemicals and product safety in the countries where we manufacture and sell our products or otherwise operate our business. These requirements include regulation of the handling, manufacture, transportation, storage, use and disposal of materials, including the discharge of pollutants into the environment. In the normal course of our business, we are exposed to risks relating to possible releases of hazardous substances into the environment, which could cause environmental or property damage or personal injuries, and which could require remediation of contaminated soil and groundwater. Under certain laws, we may be required to remediate contamination at certain of our properties, regardless of whether the contamination was caused by us or by previous occupants of the property.",,,,,,N/A
1,1,RISK FACTORS,1.3,Risks Related to Teva Finance,1.3.1,Teva Finance is a special purpose financing entity.,"Teva Finance is a special purpose financing entity with no business operations other than the entry into of financing arrangements (including the issuance of notes) and the entry into of certain ancillary arrangements in connection therewith. Teva Finance is subject to all risks to which we are subject, to the extent that such risks could limit our ability to satisfy in full and on a timely basis its obligations under the guarantees. See “Risks Related to Teva” above.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.1,"If the closing of the Actavis Generics acquisition does not occur on or prior to October 26, 2016, or if the Master Purchase Agreement is terminated at any time prior thereto, you may not obtain your expected return on the notes.","If the closing of the Actavis Generics acquisition does not occur on or prior to October 26, 2016, or if the Master Purchase Agreement is terminated at any time prior thereto, the notes will be subject to a special mandatory redemption. The redemption price will be a price equal to 101% of the aggregate principal amount of the notes being redeemed, plus accrued and unpaid interest, if any, from the date of initial issuance of the notes, up to, but not including, the special redemption date (as defined under “Description of the Notes and the Guarantees—Special Mandatory Redemption”). Our ability to consummate the Actavis Generics acquisition is subject to the satisfaction of various conditions, certain of which are beyond our control, including receipt of U.S. antitrust approval from the FTC. In the event that we do not consummate the Actavis Generics acquisition on or before October 26, 2016, or the Master Purchase Agreement is terminated within the specified timeframe and Teva Finance becomes required to redeem the notes, you may not obtain your expected return on such notes and may not be able to reinvest the proceeds from a special mandatory redemption in an investment that results in a comparable return. Your decision to invest in the notes is made at the time of the offering of the notes. 26 -----",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.2,We may be unable to redeem any or all of the notes in the event of a special mandatory redemption.,"If the closing of the Actavis Generics acquisition does not occur on or prior to October 26, 2016, or if the Master Purchase Agreement is terminated at any time prior thereto, Teva Finance will be obligated to redeem all of the notes at a redemption price equal to 101% of the aggregate principal amount of the notes being redeemed, plus accrued and unpaid interest, if any, from the date of initial issuance of the notes up to, but not including, the special redemption date. See “Description of the Notes and the Guarantees—Special Mandatory Redemption.” Teva Finance is not obligated to place the proceeds of the offering of any notes in escrow prior to the completion of the Actavis Generics acquisition or to provide a security interest in those proceeds. Accordingly, Teva Finance will need to fund any special mandatory redemption using proceeds that it has voluntarily retained or from other sources of liquidity. In the event of a special mandatory redemption, Teva Finance may not have sufficient funds to purchase any or all of the notes, which would constitute an event of default under the indenture.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.3,"There may not be liquid markets for the notes, and you may not be able to sell your notes at attractive prices or at all.","The notes are new issues of securities for which there is currently no trading market. The notes have not been registered under the Securities Act or any U.S. state securities laws and, unless so registered, may not be sold except in a transaction exempt from, or not subject to, the registration requirements of the Securities Act and applicable state securities laws. Although application has been made to the Irish Stock Exchange plc for the notes to be admitted to the Official List and to trading on the Main Securities Market, we cannot assure you that active markets will develop. Although one or more of the Managers have advised us that they currently intend to make a market in the notes, they are not obligated to do so and may discontinue their market-making activities at any time without notice. If active markets for the notes fail to develop or be sustained, the trading prices of the notes could fall, and even if an active trading market were to develop, the notes could trade at prices that may be lower than their respective initial offering prices. The trading price of the notes will depend on many factors, including: - prevailing interest rates and interest rate volatility; - the markets for similar securities; - our financial condition, results of operations and prospects; - the publication of earnings estimates or other research reports and speculation in the press or investment community; - the anticipated results of acquisitions, including our pending Actavis Generics acquisition; - changes in our industry and competition; and - general market and economic conditions. As a result, we cannot assure you that you will be able to sell the notes at attractive prices or at all.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.4,"A downgrade, suspension or withdrawal of the rating assigned by a rating agency to the notes, if any, could cause the liquidity or market values of the notes to decline significantly.","We cannot assure you what ratings (including the expected downgrade in connection with the Actavis Generics acquisition) will be assigned to the notes. In addition, we cannot assure you that any rating so assigned will remain for any given period of time or that the rating will not be lowered or withdrawn entirely by the rating agency if in that rating agency’s judgment future circumstances relating to the basis of the rating, such as adverse changes in our business, so warrant. 27 ----- As described above, following the announcement of the Actavis Generics acquisition, S&P and Moody’s downgraded our ratings to BBB and Baa1, respectively. Moody’s is expected to further downgrade our ratings in connection with the consummation of the Actavis Generics acquisition to Baa2 (as it already has with respect to the notes). A downgrade of our credit rating could negatively affect the liquidity or market value of the notes.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.5,We may incur additional indebtedness that may adversely affect our ability to meet our financial obligations under the notes.,"The terms of the notes do not impose any limitation on the ability of Teva, Teva Finance or any of our other subsidiaries to incur additional unsecured debt. We may incur additional unsecured indebtedness in the future, which could have important consequences to holders of notes, including that we could have insufficient cash to meet our financial obligations, including our obligations under the notes, and that our ability to obtain additional financing could be impaired.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.6,"Because we are an Israeli company, you may have difficulties enforcing your rights under the guarantees and under the notes, which are governed by New York law.","We are an Israeli company. In addition, most of our officers, directors or persons of equivalent position reside outside of Europe. As a result, service of process on them may be difficult or impossible to effect in Europe. Furthermore, a substantial portion of our assets are located outside of the Europe. Therefore, judgments obtained against us or any of our directors and officers may not be collectible within Europe and may not be enforced by an Israeli court. Subject to various time limitations, an Israeli court may declare a judgment rendered by a foreign court in a civil matter, including judgments awarding monetary or other damages in non civil matters, enforceable if it finds that: (1) the judgment was rendered by a court which was, according to the foreign country’s law, competent to render it; (2) the judgment is no longer appealable; (3) the obligation in the judgment is enforceable according to the rules relating to the enforceability of judgments in Israel and the substance of the judgment is not contrary to public policy in Israel; and (4) the judgment can be executed in the state in which it was given. A foreign judgment will not be declared enforceable by Israeli courts if it was given in a state, the laws of which do not provide for the enforcement of judgments of Israeli courts (subject to exceptional cases) or if its enforcement is likely to prejudice the sovereignty or security of Israel. An Israeli court also will not declare a foreign judgment enforceable if it is proven to the Israeli court that: (1) the judgment was obtained by fraud; (2) there was no due process; (3) the judgment was given by a court not competent to render it according to the laws of private international law in Israel; (4) the judgment conflicts with another judgment that was given in the same matter between the same parties and which is still valid; or (5) at the time the action was brought to the foreign court a claim in the same matter and between the same parties was pending before a court or tribunal in Israel. 28 -----",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.7,The guarantees will effectively be subordinated to some of our existing and future indebtedness.,"We will irrevocably and unconditionally guarantee the punctual payment when due of the principal of and interest, if any, on the notes. As indebtedness of Teva, the guarantees will be our general, unsecured obligations and will rank equally in right of payment with all of our existing and future unsubordinated, unsecured indebtedness. The guarantees will be effectively subordinated to any existing and future secured indebtedness we may have up to the value of the collateral securing that indebtedness and structurally subordinated to any existing and future liabilities and other indebtedness of our subsidiaries with respect to the assets of those subsidiaries. These liabilities may include debt securities, credit facilities, trade payables, guarantees, lease obligations, letter of credit obligations and other indebtedness. See “Description of the Notes and the Guarantees—Description of the Guarantees.” The indenture governing the notes does not restrict us or our subsidiaries from incurring debt in the future, nor does the indenture limit the amount of indebtedness we can issue that is equal in right of payment. At March 31, 2016, we had no secured indebtedness outstanding, and our subsidiaries, other than finance subsidiaries, had approximately $10.2 billion of indebtedness outstanding.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.8,We may be subject to restrictions on receiving dividends and other payments from our subsidiaries.,"Our income is derived in large part from our subsidiaries. Accordingly, our ability to pay our obligations under the guarantees depends in part on the earnings of our subsidiaries and the payment of those earnings to us, whether in the form of dividends, loans or advances. Such payment by our subsidiaries to us may be subject to restrictions. The indenture governing the notes does not restrict Teva, Teva Finance or our other subsidiaries from entering into agreements that contain such restrictions.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.9,We cannot assure you that the procedures for book-entry interests to be implemented through Euroclear or Clearstream will be adequate to ensure the timely exercise of your rights under the notes.,"Unless and until notes in definitive registered form are issued in exchange for global notes, owners of book-entry interests will not be considered owners or holders of the notes except in the limited circumstances provided in the indenture governing the notes. The common depositary for Euroclear and Clearstream (or its nominee) will be the sole registered holder of the global notes representing the notes. After payment to the common depositary, we will have no responsibility or liability for the payment of interest, principal or other amounts to the owners of book-entry interests. Accordingly, if you own a book-entry interest, you must rely on the procedures of Euroclear or Clearstream, as applicable, and if you are not a participant in Euroclear or Clearstream, on the procedures of the participant through which you own your interest, to exercise any rights and obligations of a holder under the indenture. Unlike the holders of the notes themselves, owners of book-entry interests will not have the direct right to act upon our solicitations for consents, requests for waivers or other actions from holders of the notes. Instead, if you own a book-entry interest, you will be permitted to act only to the extent you have received appropriate proxies to do so from Euroclear or Clearstream. There can be no assurance that procedures implemented for the granting of such proxies will be sufficient to enable you to vote on any request actions on a timely basis. Similarly, upon the occurrence of an event of default under the indenture, if you own a book-entry interest, you will be restricted to acting through Euroclear or Clearstream. We cannot assure you that the procedures to be implemented through Euroclear or Clearstream will be adequate to ensure the timely exercise of rights under the notes.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.10,"The notes have minimum specified denominations of €100,000.","The notes have minimum denominations of €100,000 and multiples of €1,000 in excess thereof. It is therefore possible that notes may be traded in amounts that would cause a holder of notes to hold a principal amount of less than €100,000 following such trade. In such a case, a holder of notes who holds a principal 29 ----- amount of less than €100,000 may not receive a definitive certificate in respect of such holding (should definitive certificates be printed) and would need to purchase a principal amount of notes such that its holding amounts to at least €100,000.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.11,Developments relating to Brexit or the Eurozone sovereign debt crisis could adversely affect the value of the notes.,"The value and liquidity of the notes may be adversely affected by developments in European or worldwide political, regulatory, economic or market conditions associated with the potential uncertainty and consequences that may follow Brexit. In addition, the ongoing situation relating to the sovereign debt of several European countries, in particular in Greece, Ireland, Italy, Portugal and Spain, together with the risk of financial contagion to other more financially stable countries, has raised a number of concerns and uncertainties regarding the stability and overall standing of the European Monetary Union. These concerns include financial and political uncertainties in the futures of Eurozone countries. These concerns, or market perceptions concerning these and related issues and their potential consequences, could adversely affect the value of the notes.",,,,,,N/A
1,1,RISK FACTORS,1.4,Risks Related to the Notes,1.4.12,Legal investment considerations may restrict certain investments.,"The investment activities of certain investors are subject to legal investment laws and regulations, or review or regulation by certain authorities. Each potential investor should consult its legal advisers to determine whether and to what extent (1) the notes are legal investments for it, (2) the notes can be used as collateral for various types of borrowing and (3) other restrictions apply to its purchase or pledge of any of the notes. Financial institutions should consult their legal advisers or the appropriate regulators to determine the appropriate treatment of the notes under any applicable risk-based capital or similar rules. 30 -----",,,,,,N/A
1,1,RISK FACTORS,1.5,,1.5.1,,"_The following is a description of risk factors which are material in respect of the notes and the financial situation of Teva Finance and Teva and which may affect Teva Finance’s and Teva’s ability to fulfill their obligations under the notes and/or the guarantees, as the case may be. In addition, each of the risks highlighted below could adversely affect the trading price of the notes or the rights of investors under the notes. As a result, investors could lose some or all of their investment. Prospective investors should carefully read and consider all the risk factors set forth below and all of the information provided in this offering memorandum and should make their own independent evaluations of all the risk factors and all such information, and consult with their own professional advisers if they consider it necessary, prior to making any investment decision with respect to the notes. There may be additional risks that Teva Finance and Teva currently consider not to be material or of which they are not currently aware, and any of these risks could have the effects set forth above. See “Forward-Looking Statements.”_",,,,,,N/A
2,failed parsing,failed parsing,failed parsing,failed parsing,failed parsing,failed parsing,failed parsing,,,,,,Risk factors section found but in inconsistent format
